,,,,,,,,,,,,,
Year,Month,Day,Direction,Nationality,Vessel Type,Name of Vessel,Where From,Where Bound,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Column1
1854,August,1,Downbound,American,Schooner,Isabel,Cleveland,Oswego,Coal, ,,,IMG_4445.jpg
1854,August,1,Downbound,American,Brigantine,Farwell,Bear Creek,Clayton,Coal,,,,IMG_4445.jpg
1854,August,1,Downbound,American,Barkentine,Clayton,Bear Creek,Clayton,Timber,,,,IMG_4445.jpg
1854,August,1,Downbound,American,Barkentine,Path Finder,Bear Creek,Clayton,Timber,,,,IMG_4445.jpg
1854,August,1,Downbound,British,Propeller,St. Lawrence,Toledo,Montreal,Flour,Pork,,,IMG_4445.jpg
1854,August,1,Downbound,British,Barkentine,Pomona,Wallaceburg,Port Metcalf,Timber,,,,IMG_4445.jpg
1854,August,1,Downbound,British,Schooner,Emma,Goderich,St. Catharines,Ashes,Wheat,,,IMG_4445.jpg
1854,August,1,Upbound,American,Schooner,Minnesota,Oswego,Cleveland,Salt,R.R. Iron,,,IMG_4444.jpg
1854,August,1,Upbound,American,Schooner,Speedwell,Oswego,Cleveland,Salt,R.R. Iron,,,IMG_4444.jpg
1854,August,1,Upbound,British,Schooner,Mary Frances,Oswego,Dunnville,Salt,,,,IMG_4444.jpg
1854,August,2,Downbound,American,Barkentine,America,Bear Creek,Clayton,Timber,,,,IMG_4445.jpg
1854,August,2,Downbound,American,Barkentine,Grace Freeman,Detroit,Oswego,Timber,,,,IMG_4445.jpg
1854,August,2,Downbound,American,Schooner,Odd Fellow,Ashley,Oswego,Honey,,,,IMG_4445.jpg
1854,August,2,Downbound,American,Schooner,Sylph,Toledo,Oswego,Corn,Pork,Wheat,,IMG_4445.jpg
1854,August,2,Downbound,American,Schooner,Plymouth Rock,Toledo,Oswego,Corn,Pork,Wheat,,IMG_4445.jpg
1854,August,2,Downbound,American,Brigantine,Oxford,Toledo,Oswego,Oil Cake,,,,IMG_4445.jpg
1854,August,2,Downbound,American,Schooner,L.B. Crocker,Toledo,Ogdensburg,Corn,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Schooner,Paragon,Cleveland,Toronto,Coal,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Schooner,Albion,Cleveland,Toronto,Coal,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Schooner,Marco Polo,Cleveland,Toronto,Coal,Guied Staves,Flour,,IMG_4445.jpg
1854,August,2,Downbound,British,Schooner,Royal Oak,Deal Town,Kingston,Flour,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Brigantine,Burlington,Port Stanley,Kingston,Wheat,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Brigantine,William Penn,River Sable,Kingston,Timber,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Barkentine,Ontario,Bear Creek,Kingston,Timber,,,,IMG_4445.jpg
1854,August,2,Downbound,British,Schooner,Antelope,Bayfield,St. Catharines,Oats,Pork,Wheat,,IMG_4445.jpg
1854,August,2,Upbound,American,Schooner,Western,Oswego,Detroit,Coal,,,,IMG_4444.jpg
1854,August,2,Upbound,American,Schooner,J.C. Riggs,Oswego,Toledo,R.R. Iron,,,,IMG_4444.jpg
1854,August,2,Upbound,American,Schooner,Alvin Bronson,Oswego,Toledo,R.R. Iron,Merchandise,,,IMG_4444.jpg
1854,August,2,Upbound,American,Schooner,R. Venier,Ogdensburg,Cleveland,Iron Ore,,,,IMG_4444.jpg
1854,August,2,Upbound,American,Barkentine,Chieftan,Ogdensburg,Cleveland,Pig Iron,,,,IMG_4444.jpg
1854,August,2,Upbound,British,Schooner,Teresa Shickluna,St. Catharines,Allanburg,No Cargo,,,,IMG_4444.jpg
1854,August,2,Upbound,British,Schooner,Maid of the West,Hamilton,Port Robinson,Iron,,,,IMG_4444.jpg
1854,August,2,Upbound,British,Schooner,Arabian,Toronto,Erie,No Cargo,,,,IMG_4444.jpg
1854,August,3,Downbound,American,Schooner,G.S. Weeks,Erie,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,C. Reeves,Detroit,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Napoleon,Port Burwell,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Gem of Oswego,Thorold,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Brigantine,H.H. Sizer,Saginaw,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Brigantine,Henry Wheaton,Toledo,Oswego,Oil Cake,Wheat,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Pierrepont,Toledo,Oswego,Oil Cake,Corn,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,A. Buckingham,Toledo,Oswego,Oil Cake,Oats,Pork,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Canada,Sandusky,Oswego,Staves,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Carlton,Ashley,Oswego,Staves,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Ossington,Gibralter,Oswego,Staves,,,,IMG_4447.jpg
1854,August,3,Downbound,American,Brigantine,Acadia,Cleveland,Oswego,Corn,Oil,Ashes,,IMG_4447.jpg
1854,August,3,Downbound,American,Schooner,Gem of Chicago,Chicago,Oswego,Wheat,Flour,Seed,,IMG_4447.jpg
1854,August,3,Downbound,American,Barkentine,Danube,Chicago,Ogdensburg,Corn, , ,,IMG_4447.jpg
1854,August,3,Downbound,American,Propeller,Granite State,Chicago,Ogdensburg,Corn,Pork,Flour,,IMG_4447.jpg
1854,August,3,Downbound,American,Propeller,Cleveland,Cleveland,Ogdensburg,Ashes,Pork,Merchandise,,IMG_4447.jpg
1854,August,3,Downbound,American,Barkentine,Sovereign of the Lake,Corunna,Clayton,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,British,Brigantine,British Queen,Corunna,Kingston,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,British,Schooner,Dexter Calvin ,Point Pelee,Kingston,Timber,,,,IMG_4447.jpg
1854,August,3,Downbound,British,Schooner,Edith,Cleveland,Hamilton,Coal,,,,IMG_4447.jpg
1854,August,3,Downbound,British,Schooner,Globe,Cleveland,Montreal,Coal,,,,IMG_4447.jpg
1854,August,3,Downbound,British,Schooner,N.G.,Port Burwell,Oswego,Timber,,,,IMG_4447.jpg
1854,August,3,Upbound,American,Propeller,Cincinnati,Oswego,Cleveland,W Lime,Salt,Merchandise,,IMG_4446.jpg
1854,August,3,Upbound,British,Schooner,George Keefer,Toronto,Erie,No Cargo,,,,IMG_4446.jpg
1854,August,3,Upbound,British,Schooner,J.L. Ranney,Montreal,St. Catharines,R.R. Iron,,,,IMG_4446.jpg
1854,August,3,Upbound,British,Barkentine,Plymouth,Kingston,River St. Clair,No Cargo,,,,IMG_4446.jpg
1854,August,4,Downbound,American,Propeller,Ogdensburgh,Chicago,Ogdensburg,Ashes,Flour,Corn,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Belle Sheridan,Chicago,Oswego,Corn,,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Virginia Pinery,Milwaukee,Oswego,Wheat,,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Manitou,Ashley,Oswego,Staves,,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Potomac,"Milan, IL",Oswego,Staves,,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Comely,Port Huron,Oswego,Lumber,Shingles,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,R.F. Haide,Ashtabula,Oswego,Lumber,Staves,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Raleigh,Detroit,Oswego,Lumber,Fish,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,H.D. Massey,Monroe,Oswego,Staves, ,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,A.L. Hoselton,Toledo,Oswego,Oil Cake, ,,,IMG_4447.jpg
1854,August,4,Downbound,American,Brigantine,Canton,Toledo,Oswego,Staves,Lumber,,,IMG_4447.jpg
1854,August,4,Downbound,American,Schooner,Marshfield,Wallaceburg,Clayton,Staves,Timber,,,IMG_4447.jpg
1854,August,4,Downbound,British,Schooner,Isaac Buchanan,Port Stanley,Oswego,W Lime,Wheat,Flour,,IMG_4449.jpg
1854,August,4,Downbound,British,Schooner,Emma,Port Burwell,Oswego,Timber,,,,IMG_4449.jpg
1854,August,4,Downbound,British,Schooner,Favourite,Port Dover,Oswego,Timber,,,,IMG_4449.jpg
1854,August,4,Downbound,British,Schooner,Minerva Cook,Lake St. Clair,Kingston,Timber,,,,IMG_4449.jpg
1854,August,4,Upbound,British,Barkentine,Gibralter,St. Catharines,Bear Creek,No Cargo,,,,IMG_4446.jpg
1854,August,4,Upbound,British,Brigantine,Manchester,Kingston,Bear Creek,No Cargo,,,,IMG_4446.jpg
1854,August,4,Upbound,British,Schooner,Leander,Kingston,Buffalo,Pig Iron,,,,IMG_4446.jpg
1854,August,5,Downbound,American,Barkentine,White Cloud,Chicago,Ogdensburg,Corn,,,,IMG_4449.jpg
1854,August,5,Downbound,American,Propeller,Kentucky,Milwaukee,Ogdensburg,Wheat,Fish,,,IMG_4449.jpg
1854,August,5,Downbound,American,Schooner,Queen of the West,Milwaukee,Oswego,Oats,,,,IMG_4449.jpg
1854,August,5,Downbound,American,Schooner,Roman,Ashley,Oswego,Staves,,,,IMG_4449.jpg
1854,August,5,Downbound,American,Propeller,St. Nicholas,Ashley,Oswego,Staves,,,,IMG_4449.jpg
1854,August,5,Downbound,American,Brigantine,Mahoning,Cleveland,Kingston,Coal,,,,IMG_4449.jpg
1854,August,5,Downbound,American,Schooner,Manson,Cleveland,Oswego,Corn,Pork,,,IMG_4449.jpg
1854,August,5,Downbound,American,Barkentine,S.A. Rolesson,Ashley,Clayton,Staves,Timber,,,IMG_4449.jpg
1854,August,5,Downbound,British,Schooner,Welland,Chatham,Kingston,Staves,,,,IMG_4449.jpg
1854,August,5,Downbound,British,Schooner,A. Gilmour,Pigeon Bay,Kingston,Timber,,,,IMG_4449.jpg
1854,August,5,Downbound,British,Schooner,Quebec,Lake St. Clair,Kingston,Timber,,,,IMG_4449.jpg
1854,August,5,Downbound,British,Schooner,Queen Victoria,?,Kingston,Timber,,,,IMG_4449.jpg
1854,August,5,Upbound,American,Schooner,Reindeer,Clayton,Dealtown,No Cargo,,,,IMG_4448.jpg
1854,August,5,Upbound,British,Propeller,Lord Elgin,Hamilton,Chatham,No Cargo,,,,IMG_4448.jpg
1854,August,5,Upbound,British,Schooner,Prince of Wales,Hamilton,Sandwich,No Cargo,,,,IMG_4448.jpg
1854,August,5,Upbound,British,Schooner,Caroline Marsh,Kingston,Detroit,Pig Iron,,,,IMG_4448.jpg
1854,August,5,Upbound,British,Schooner,Conductor,Montreal,Amherstburg,Pig Iron,Merchandise,,,IMG_4448.jpg
1854,August,7,Downbound,American,Schooner,Matt Sherman,Toledo,Ogdensburg,Corn,,,,IMG_4449.jpg
1854,August,7,Downbound,American,Schooner,Freeman,Cleveland,Oswego,Corn,Staves,,,IMG_4449.jpg
1854,August,7,Downbound,American,Schooner,Serius,Ashley,Oswego,Staves,,,,IMG_4449.jpg
1854,August,7,Downbound,American,Schooner,Ontonagon,Ashley,Oswego,Staves,,,,IMG_4449.jpg
1854,August,7,Downbound,American,Schooner,Montezuma,Wallaceburg,Clayton,Staves,,,,IMG_4449.jpg
1854,August,7,Downbound,American,Schooner,Governor Hunt,Sandusky,Oswego,Timber,,,,IMG_4449.jpg
1854,August,7,Downbound,British,Steamer,Rauger,Chatham,Montreal,Ashes,Wheat,Flour,,IMG_4449.jpg
1854,August,7,Downbound,British,Schooner,Atlantic,Cleveland,Toronto,Coal,,,,IMG_4449.jpg
1854,August,7,Upbound,American,Schooner,Utica,Oswego,Port Burwell,No Cargo,,,,IMG_4448.jpg
1854,August,7,Upbound,American,Schooner,Live Yankee,Oswego,Sandusky,R.R. Iron,,,,IMG_4448.jpg
1854,August,7,Upbound,American,Schooner,Harbridge,Oswego,Toledo,R.R. Iron,Salt,,,IMG_4448.jpg
1854,August,7,Upbound,American,Schooner,A. Scott,Oswego,Toledo,R.R. Iron,,,,IMG_4448.jpg
1854,August,7,Upbound,American,Brigantine,Ashland,Oswego,Toledo,R.R. Iron,Merchandise,,,IMG_4448.jpg
1854,August,7,Upbound,British,Steamer,Britannia,Montreal,Chatham,Iron,Merchandise,,,IMG_4448.jpg
1854,August,7,Upbound,British,Schooner,Antelope,St. Catharines,Port Burwell,No Cargo,,,,IMG_4448.jpg
1854,August,7,Upbound,British,Schooner,Briton,Montreal,Port Stanley,R.R. Iron,Pig Iron,,,IMG_4448.jpg
1854,August,7,Upbound,British,Schooner,Cornelia,Kingston,Point Pelee,No Cargo,,,,IMG_4448.jpg
1854,August,7,Upbound,British,Brigantine,Mohawk,Hamilton,Port Rowan,Brick,,,,IMG_4448.jpg
1854,August,8,Downbound,American,Propeller,Jefferson,Detroit,Cape Vincent,Timber,Coal,,,IMG_4449.jpg
1854,August,8,Downbound,American,Propeller,J.W. Brooks,Cleveland,Ogdensburg,Corn,Butter,Flour,,IMG_4449.jpg
1854,August,8,Downbound,American,Schooner,Kosciusko,Cleveland,Hamilton,Coal,,,,IMG_4449.jpg
1854,August,8,Downbound,American,Schooner,J.W. Tretter,Cleveland,Toronto,Coal,,,,IMG_4449.jpg
1854,August,8,Downbound,American,Schooner,Seaman,Cleveland,Oswego,Coal, ,,,IMG_4449.jpg
1854,August,8,Downbound,American,Schooner,Blasnien?,Cleveland,Oswego,Corn,Pork,,,IMG_4449.jpg
1854,August,8,Downbound,American,Brigantine,Cumberland,Monroe,Oswego,Staves,,,,IMG_4449.jpg
1854,August,8,Downbound,American,Schooner,Empire State,Chicago,Oswego,Corn,,,,IMG_4449.jpg
1854,August,8,Downbound,British,Barkentine,Malta,Wallaceburg,Kingston,Timber,,,,IMG_4451.jpg
1854,August,8,Downbound,British,Schooner,Bay of Quinte,River St. Clair,Kingston,Staves,,,,IMG_4451.jpg
1854,August,8,Downbound,British,Schooner,Mermaid,Chatham,Kingston,Staves,,,,IMG_4451.jpg
1854,August,8,Downbound,British,Schooner,Almeda,Clearville,Toronto,Timber,,,,IMG_4451.jpg
1854,August,8,Downbound,British,Schooner,Omar Pasha,Cleveland,Toronto,Coal,,,,IMG_4451.jpg
1854,August,8,Downbound,British,Schooner,Caledonia,Windsor,Oswego,Timber,,,,IMG_4451.jpg
1854,August,8,Upbound,American,Propeller,Prairie State,Ogdensburg,Cleveland,Iron,Merchandise,,,IMG_4448.jpg
1854,August,8,Upbound,American,Brigantine,Mohegan,Oswego,Detroit,Salt,,,,IMG_4448.jpg
1854,August,8,Upbound,American,Schooner,Syracuse,Oswego,Chicago,R.R. Iron,Merchandise,,,IMG_4448.jpg
1854,August,8,Upbound,American,Schooner,H.F. Jones,Oswego,Port Dover,Salt,,,,IMG_4448.jpg
1854,August,8,Upbound,British,Schooner,Trade Wind,Port Hope,Windsor,No Cargo,,,,IMG_4450.jpg
1854,August,8,Upbound,British,Schooner,Maid of the West,Port Credit,Buffalo,No Cargo,,,,IMG_4450.jpg
1854,August,9,Downbound,American,Schooner,Mountain,Deal Town,Clayton,Staves,,,,IMG_4451.jpg
1854,August,9,Downbound,American,Brigantine,St. Louis,Morpeth,Clayton,Staves,,,,IMG_4451.jpg
1854,August,9,Downbound,American,Propeller,Dayton,Ashley,Oswego,Staves,,,,IMG_4451.jpg
1854,August,9,Downbound,American,Brigantine,Saxon,Chicago,Oswego,Corn,,,,IMG_4451.jpg
1854,August,9,Downbound,American,Schooner,Consuelo,Cleveland,Oswego,Corn,Pork,,,IMG_4451.jpg
1854,August,9,Downbound,American,Schooner,Australia,Vermillion,Oswego,Grinding Stones,,,,IMG_4451.jpg
1854,August,9,Downbound,American,Schooner,Challenge,Sandusky,Oswego,Lumber,,,,IMG_4451.jpg
1854,August,9,Downbound,British,Schooner,Petrel,Port Dover,Oswego,Lumber,,,,IMG_4451.jpg
1854,August,9,Downbound,British,Schooner,J.C. Wheeler,Wallaceburg,Kingston,Timber,,,,IMG_4451.jpg
1854,August,9,Downbound,British,Barkentine,Sarah Ann Marul ,Chicago,Montreal,Pork,Wheat,,,IMG_4451.jpg
1854,August,9,Downbound,British,Steamer,Leo Moffatt,Cleveland,Montreal,Coal,,,,IMG_4451.jpg
1854,August,9,Downbound,British,Brigantine,Fleur De Marie,Wallaceburg,Ogdensburg,Lumber,,,,IMG_4451.jpg
1854,August,9,Upbound,American,Schooner,Jenny Lind,Kingston,Cleveland,Pig Iron,,,,IMG_4450.jpg
1854,August,9,Upbound,American,Brigantine,Rio Grande,Ogdensburg,Cleveland,Iron,Oil,Lumber,,IMG_4450.jpg
1854,August,9,Upbound,American,Propeller,Granite State,Ogdensburg,Chicago,Iron,Merchandise,,,IMG_4450.jpg
1854,August,9,Upbound,American,Barkentine,Path Finder,Clayton,Bear Creek,No Cargo,,,,IMG_4450.jpg
1854,August,9,Upbound,American,Schooner,Fairfield,Clayton,Pigeon Bay,No Cargo,,,,IMG_4450.jpg
1854,August,9,Upbound,British,Brigantine,Ocean,Kingston,Nanticoke,No Cargo,,,,IMG_4450.jpg
1854,August,9,Upbound,British,Brigantine,Halifax,Kingston,Chatham,No Cargo,,,,IMG_4450.jpg
1854,August,9,Upbound,British,Schooner,Princess Victoria,Kingston,Bear Creek,No Cargo,,,,IMG_4450.jpg
1854,August,9,Upbound,British,Schooner,Emma,St. Catharines,Bear Creek,No Cargo,,,,IMG_4450.jpg
1854,August,10,Downbound,American,Schooner,Sheridan,Toledo,Oswego,Corn,,,,IMG_4451.jpg
1854,August,10,Downbound,American,Schooner,Saratoga,Port Dover,Oswego,Lumber,,,,IMG_4451.jpg
1854,August,10,Upbound,American,Propeller,Bay State,Cape Vincent,Detroit,Sugar,Merchandise,,,IMG_4450.jpg
1854,August,10,Upbound,American,Brigantine,Seminole,Oswego,Toledo,Coal,R.R. Iron,Iron,,IMG_4450.jpg
1854,August,10,Upbound,American,Brigantine,Cayuga,Oswego,Toledo,Coal,R.R. Iron,Merchandise,,IMG_4450.jpg
1854,August,10,Upbound,American,Schooner,John J. Morley,Oswego,Toledo,Salt,,,,IMG_4450.jpg
1854,August,10,Upbound,American,Schooner,Cincinnati,Oswego,Toledo,Salt,,,,IMG_4450.jpg
1854,August,10,Upbound,American,Schooner,L.D. Cowan,Oswego,Toledo,Salt,,,,IMG_4450.jpg
1854,August,10,Upbound,American,Schooner,Young Leopard,Oswego,Toledo,Salt,,,,IMG_4450.jpg
1854,August,10,Upbound,American,Schooner,Cherokee,Oswego,Cleveland,Salt,,,,IMG_4450.jpg
1854,August,10,Upbound,American,Barkentine,Clayton,Clayton,Bear Creek,No Cargo,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Steamer,Reindeer,Hamilton,Chatham,No Cargo,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Steamer,Tree Tower,Toronto,Port Stanley,Nails,Merchandise,,,IMG_4450.jpg
1854,August,10,Upbound,British,Barkentine,Superior,Kingston,Bay of Denham,No Cargo,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Barkentine,Pomona,Kingston,St. Clair,No Cargo,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Mary ,Kingston,Port Colborne,R.R. Iron,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Lerwick,Kingston,Port Colborne,R.R. Iron,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Industry,Oswego,Port Rowan,Merchandise,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Jessie Ann Hope,Montreal,Port Stanley,Salt,Iron,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Bristol,Port Hope,Bear Creek,No Cargo,,,,IMG_4450.jpg
1854,August,10,Upbound,British,Schooner,Niagara,Port Credit,Port Colborne,No Cargo,,,,IMG_4450.jpg
1854,August,11,Downbound,American,Schooner,Australia,Ashtabula,Oswego,Lumber,,,,IMG_4455.jpg
1854,August,11,Downbound,American,Propeller,Louisville,Sandusky,Oswego,Oats,Corn,Oil,,IMG_4455.jpg
1854,August,11,Downbound,British,Barkentine,Empire,Nanticoke,Kingston,Timber,,,,IMG_4455.jpg
1854,August,11,Downbound,British,Schooner,Flying Cloud,Clear Creek,Kingston,Staves,,,,IMG_4455.jpg
1854,August,11,Downbound,British,Schooner,J.L. Ranney,Thorold,Montreal,Cement,,,,IMG_4455.jpg
1854,August,11,Downbound,British,Schooner,Cleopatra,Port Maitland,Oswego,Lumber,,,,IMG_4455.jpg
1854,August,11,Upbound,American,Propeller,Kentucky,Oswego,Chicago,Salt,Merchandise,,,IMG_4452.jpg
1854,August,11,Upbound,American,Barkentine,Hungarian,Oswego,Chicago,Salt,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Brigantine,Kentucky,Oswego,Chicago,Salt,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,Hungarian,Oswego,Chicago,R.R. Iron,Merchandise,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,Iroquois,Oswego,Sandusky,R.R. Iron,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,C.L. Burton,Oswego,Cleveland,R.R. Iron,Merchandise,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,S. Robinson,Oswego,Cleveland,Salt,Tin,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,Monsoon,Oswego,Toledo,Salt,Castings,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,A. Buckingham,Oswego,Toledo,Salt,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,B. F. Nade,Oswego,Toledo,No Cargo,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,Pierrepont,Oswego,Toledo,Salt,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Brigantine,H.H. Sizer,Oswego,Port Dover,Coal,Merchandise,,,IMG_4452.jpg
1854,August,11,Upbound,American,Schooner,Odd Fellow,Oswego,Detroit,Salt,,,,IMG_4452.jpg
1854,August,11,Upbound,American,Propeller,Cleveland,Ogdensburg,Detroit,Coal,Merchandise,,,IMG_4452.jpg
1854,August,11,Upbound,British,Brigantine,Beaver,Kingston,Chatham,No Cargo,,,,IMG_4452.jpg
1854,August,11,Upbound,British,Brigantine,Burlington,Kingston,Port Price,Stone,,,,IMG_4452.jpg
1854,August,11,Upbound,British,Barkentine,London,Kingston,River St. Clair,No Cargo,,,,IMG_4452.jpg
1854,August,11,Upbound,British,Schooner,Emma,Oswego,Port Dover,No Cargo,,,,IMG_4452.jpg
1854,August,12,Upbound,British,Schooner,James Coleman,Kingston,Bear Creek,No Cargo,,,,IMG_4452.jpg
1854,August,12,Upbound,British,Schooner,Favourite,Oswego,Port Rowan,Sugar,Merchandise,,,IMG_4452.jpg
1854,August,21,Downbound,British,Schooner,Industry,Amherstburg,Toronto,Oats,,,,IMG_4455.jpg
1854,August,22,Downbound,American,Schooner,Utica,Haughton,Clayton,Staves,,,,IMG_4455.jpg
1854,August,22,Downbound,American,Schooner,Buena Vista,Trenton,Oswego,Staves,,,,IMG_4455.jpg
1854,August,22,Downbound,British,Schooner,Maid of the West,Buffalo,Port Credit,Corn,,,,IMG_4455.jpg
1854,August,22,Downbound,British,Schooner,Cleopatra,Port Maitland,Oswego,Lumber,,,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Cincinnati,Toledo,Oswego,Pork,Oil Cake,Wool?,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Louisville,Sandusky,Oswego,Oats,Corn,Oil,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Bay State,Toledo,Cape Vincent,Wool,Corn,,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Vermont,Toledo,Ogdensburg,Butter,Corn,Ashes,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Star of the Lakes,Chicago,Ogdensburg,Lard,Corn,Wool,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Wisconsin,Chicago,Ogdensburg,Ashes,Corn,Flour,,IMG_4455.jpg
1854,August,23,Downbound,American,Propeller,Cleveland,Detroit,Ogdensburg,Pork,Corn,Flour,Fish,IMG_4455.jpg
1854,August,23,Downbound,American,Barkentine,William Sturgis,Cleveland,Ogdensburg,Corn, ,,,IMG_4455.jpg
1854,August,23,Downbound,American,Schooner,Emblem,Cleveland,Toronto,Coal, ,,,IMG_4455.jpg
1854,August,23,Downbound,American,Schooner,Virginia,Cleveland,Oswego,Lumber,Staves,,,IMG_4455.jpg
1854,August,23,Downbound,American,Schooner,Hamilton,Detroit,Oswego,Lumber, ,,,IMG_4455.jpg
1854,August,23,Downbound,American,Schooner,J. Dyne,Chicago,Oswego,Corn, ,,,IMG_4455.jpg
1854,August,23,Downbound,American,Brigantine,New York,Point Pelee,Clayton,Timber, ,,,IMG_4455.jpg
1854,August,23,Downbound,American,Barkentine,Northern Light,Pigeon Bay,Clayton,Timber, ,,,IMG_4455.jpg
1854,August,23,Downbound,British,Barkentine,Water Witch,Cleveland,Toronto,Coal, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Barkentine,Southerner,Cleveland,Toronto,Coal, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,General Wolfe,Cleveland,Hamilton,Coal, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Propeller,Hibernia,Chatham,Quebec,Stones, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Propeller,Lord Elgin,Chatham,Quebec,Stones, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Steamer,Britannia,Chatham,Quebec,Stones, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Steamer,Reindeer,Chatham,Quebec,Stones, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,Mary Frances,Dunnville,Oswego,Lumber, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,Fair Wind,Port Rowan,Oswego,Lumber, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Brigantine,Mohawk,Port Dover,Oswego,Lumber, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,Norfolk,Port Burwell,Oswego,Lumber, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,S. Aubery,River St. Clair,Kingston,Timber, ,,,IMG_4457.jpg
1854,August,23,Downbound,British,Schooner,Lord Seaton,Pigeon Bay,Kingston,Timber, ,,,IMG_4457.jpg
1854,August,23,Upbound,American,Barkentine,America,Clayton,Bear Creek,No Cargo, ,,,IMG_4452.jpg
1854,August,23,Upbound,American,Brigantine,Hampton,Oswego,Toledo,Salt,Merchandise,,,IMG_4452.jpg
1854,August,23,Upbound,American,Schooner,Charles Crook,Oswego,Toledo,R.R. Iron, ,,,IMG_4452.jpg
1854,August,23,Upbound,British,Schooner,Almina,Port Dalhousie,Dunnville,No Cargo, ,,,IMG_4452.jpg
1854,August,23,Upbound,British,Schooner,Welland,Kingston,St. Catharines,No Cargo, ,,,IMG_4452.jpg
1854,August,23,Upbound,British,Schooner,N.G.,Oswego,Port Burwell,Merchandise, ,,,IMG_4452.jpg
1854,August,23,Upbound,British,Schooner,Isaac Buchanan,Oswego,Port Stanley,Salt,Merchandise,,,IMG_4452.jpg
1854,August,24,Downbound,American,Schooner,Patrick Henry,Wallaceburg,Clayton,Staves, ,,,IMG_4457.jpg
1854,August,24,Downbound,American,Schooner,Ransdell,Port Huron,Oswego,Lumber, ,,,IMG_4457.jpg
